f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,label
37208.1113,10.068371,8.944455,11.723624,14.20063,-5.316777,-6.972309,-14.345234,43797.1875,11.077377,11.803573,16.989108,19.446306,-6.851877,-8.842445,-20.98678,6177.8111,3.464602,2.217981,4.930447,7.682015,-1.638805,-2.39687,-4.939173,6201.1909,3.326298,2.228492,4.943613,7.396212,-1.703529,-2.547925,-5.586879,3160.9466,3.415774,1.136164,3.039406,5.205585,-0.797061,-1.412356,-3.369573,2763.2571,3.447475,0.995326,2.687446,4.534068,-0.669419,-1.168839,-2.495047,8604.0703,4.293888,3.356586,7.555022,10.421677,-2.482642,-4.004064,-6.896284,8931.7622,4.262264,3.503752,7.980216,10.999387,-2.613382,-4.423744,-8.336771,43740.1397,7.796002,11.440153,15.608949,22.226427,-6.129249,-8.505806,-24.880671,36031.3072,6.786374,9.17688,12.282875,16.128789,-4.855403,-6.761048,-20.774525,6785.3469,3.267905,2.519418,5.190053,8.871424,-1.859709,-2.752764,-6.47771,6049.9499,3.259814,2.191451,4.536521,8.258511,-1.646661,-2.440433,-5.932223,3476.5312,3.899012,1.262597,3.34468,6.231369,-0.865851,-1.572696,-3.962789,3125.8101,3.674196,1.173266,3.221618,6.644301,-0.737901,-1.31165,-3.71335,9846.5391,4.150771,4.029407,8.816452,13.000223,-2.930639,-4.981748,-9.631791,9080.0901,4.420339,3.687716,8.325685,11.430002,-2.658026,-4.431135,-7.8339,1
12144.9771,3.445975,3.580588,5.081167,7.492008,-1.933863,-2.601889,-9.761207,30618.4829,6.817598,9.62628,14.328679,17.569046,-5.511381,-7.075818,-24.284226,26873.0337,15.670552,9.787122,15.191087,19.371658,-6.066794,-9.453584,-21.770397,28991.857,15.751029,10.638095,16.646351,19.943319,-6.453742,-10.21026,-22.65626,8993.2751,9.208086,3.343191,6.247345,8.327219,-2.390255,-4.254153,-8.148296,7924.2731,9.755863,2.857827,5.04153,6.802432,-2.068351,-3.464796,-6.017637,27547.626,12.980795,12.215902,23.694124,27.374909,-7.603547,-13.106132,-26.657827,30119.5002,13.506223,13.221621,25.333639,30.507777,-8.416853,-14.645434,-28.35858,9303.9751,2.344953,2.956716,4.37999,6.681615,-1.076484,-1.646278,-9.688672,10524.2095,2.872478,3.256223,4.64178,7.710965,-1.123103,-1.731544,-9.846457,23137.2771,12.918894,8.883716,14.177212,17.573008,-5.391362,-8.895815,-21.41902,23070.2162,12.685418,8.535868,13.169751,17.150657,-5.163515,-8.160502,-20.145406,9700.2875,10.109215,3.608421,6.69402,10.347337,-2.75328,-4.869027,-12.397678,10627.2096,11.621885,3.820882,6.805861,9.71224,-3.051958,-5.179196,-10.666235,25466.7002,11.161859,11.972257,23.57304,29.828221,-7.764173,-14.63533,-26.559636,23004.6963,11.003949,10.789825,21.319394,25.398527,-6.756036,-12.131212,-24.414871,0
5256.8828,1.949995,1.377173,2.062184,3.66848,-2.796914,-3.923089,-10.035822,15162.8818,3.617025,4.346066,6.317943,8.234732,-3.862876,-5.169993,-12.786539,16134.1326,6.924846,4.831509,6.688129,9.109198,-2.275558,-3.469786,-6.786406,17854.1658,7.304258,5.391142,7.484001,10.966486,-2.339929,-3.529959,-7.682246,4895.7936,4.29166,1.740309,3.108635,4.823233,-0.611995,-1.050694,-3.82587,4391.1683,4.336858,1.512508,2.572397,4.143904,-0.522344,-0.945394,-3.295124,15866.9006,6.291617,6.011135,9.944164,12.439473,-2.828482,-4.789408,-8.140942,17687.6775,6.697095,6.620648,10.874335,13.740089,-3.057549,-5.064811,-10.882283,3434.4487,1.459159,0.999193,1.503066,4.201078,-2.854212,-4.192656,-15.382238,3773.5293,1.555966,1.078076,1.656941,3.964719,-2.045443,-2.980981,-10.584975,12913.5317,5.433913,4.132197,5.882657,8.773132,-2.425216,-3.674196,-8.715657,13244.3645,5.948565,3.933905,5.464866,8.937971,-2.016274,-3.042195,-7.450893,5391.4664,4.830928,1.880484,3.277327,5.573106,-0.588262,-1.072991,-3.913664,5728.6736,5.046764,1.920408,3.203589,5.074247,-0.601025,-1.131512,-3.877934,13681.3237,5.227158,5.554786,9.424664,12.712077,-3.204077,-5.416992,-10.553593,12360.1084,5.272912,4.894742,8.219711,10.841954,-2.714465,-4.667171,-8.550563,0
1664.627,1.578382,0.422491,0.802674,3.367871,-0.416436,-0.7848,-3.564999,12592.6275,2.880844,3.640863,6.936862,10.618681,-2.679299,-3.992584,-12.749054,16264.1739,3.07582,4.348812,5.892031,12.123669,-2.672836,-4.542161,-14.864347,17766.5576,3.103818,4.732175,6.434121,15.301717,-2.795229,-4.903925,-18.292283,2781.6019,2.422015,1.06308,2.230022,5.334318,-0.564212,-1.198352,-5.199836,2775.8878,2.422646,1.044153,2.147796,4.367723,-0.578526,-1.200442,-5.571774,14986.8853,2.920017,5.161564,7.812983,14.551588,-2.891805,-5.271123,-16.447135,16981.6181,3.029022,5.652282,8.496199,16.311941,-3.11593,-5.842229,-20.47297,3668.956,1.41734,1.10438,2.182392,6.574843,-0.526579,-0.976537,-4.127567,3724.5967,1.458565,1.01859,2.014086,4.05556,-0.458161,-0.831166,-4.365918,10818.104,2.639547,3.287024,4.601039,7.763549,-2.118461,-3.226456,-7.514904,11441.4424,2.600515,3.080526,4.176752,8.364499,-2.136382,-3.414202,-8.087182,4756.3569,2.795704,1.762719,3.51431,5.760083,-0.9561,-1.699864,-4.636742,5287.3609,2.991086,1.884129,3.658363,5.999957,-1.065147,-1.749775,-4.486081,11742.7768,2.637728,4.298358,6.881094,10.395814,-2.581498,-4.360137,-9.505519,9950.0547,2.586521,3.711208,5.909289,9.229834,-2.224963,-3.668371,-7.928122,0
9644.9478,2.379038,2.074511,3.04135,7.766707,-1.106866,-1.899337,-8.396262,13125.5459,3.005692,3.13538,4.394671,8.67352,-1.820277,-2.810225,-11.21959,12249.6264,4.332762,2.472441,3.230303,7.985874,-1.297757,-2.453071,-11.262551,13105.7561,4.358706,2.642965,3.480506,9.400964,-1.338077,-2.467722,-12.01841,3316.1139,2.675106,0.968198,1.661842,4.622884,-0.544376,-1.133298,-5.540529,3022.4752,2.85807,0.833099,1.473245,6.121694,-0.490975,-1.053666,-5.024034,12720.0777,4.096964,2.899419,3.939416,9.501481,-1.609586,-2.927411,-12.233785,14056.9194,4.233884,3.128691,4.26987,9.966003,-1.731001,-3.070828,-12.746398,4461.1592,1.567844,0.946917,1.45511,5.040489,-0.571512,-0.93353,-4.787561,4836.4698,1.727392,0.979259,1.437515,4.531513,-0.512787,-0.937799,-4.39202,8620.3686,2.781118,1.698312,2.160091,5.538971,-1.179745,-1.775288,-5.543367,8137.8184,2.934611,1.521742,1.932073,5.074832,-0.991423,-1.56871,-5.473819,3671.2529,3.049177,0.988102,1.541252,4.222436,-0.577528,-0.994933,-3.559597,4151.6614,3.319083,1.08592,1.635322,3.677025,-0.645771,-1.03443,-2.959498,9720.1333,2.868979,2.234757,2.883332,6.507444,-1.497553,-2.381268,-7.209912,8360.5347,2.944606,1.891924,2.503369,5.315689,-1.284618,-2.016427,-5.329296,0
15586.4893,2.886325,4.500376,6.358551,8.478145,-2.898049,-4.28873,-10.39355,10968.5777,2.526276,3.561104,5.302952,7.245272,-2.325341,-3.488552,-7.529725,23949.7436,6.242689,9.344608,16.059403,20.303909,-4.057628,-6.297404,-15.977078,26519.2597,6.522994,10.4038,17.83989,20.77934,-4.369978,-6.955444,-18.620913,8019.7832,5.753727,2.859021,5.546137,8.078963,-2.238937,-3.941377,-6.633173,8611.2722,7.748201,2.439917,4.034594,6.239232,-2.2484,-3.535753,-6.536562,20311.8686,5.304607,9.340986,19.977864,23.103919,-4.237585,-7.433458,-13.839189,22981.8633,5.641781,10.508756,22.22377,26.243487,-4.736379,-8.22335,-17.20297,11516.54,2.085034,3.528379,5.198104,10.390075,-2.704814,-3.955338,-13.953331,11455.8017,2.19963,3.410666,4.862051,8.99959,-2.31969,-3.519598,-11.170038,16351.5718,4.463506,6.317905,11.396421,14.738357,-3.027029,-5.00195,-14.361331,17736.4439,5.205982,6.806897,11.582779,15.870558,-3.158891,-5.127399,-14.463077,8435.4703,6.384975,2.95807,5.625152,9.035839,-2.448478,-4.288852,-7.549751,9895.0251,7.344036,3.279444,5.986803,10.36821,-2.935209,-5.164674,-8.677172,15165.1616,4.042158,6.833861,15.28251,20.223832,-3.548184,-6.416887,-13.18575,13429.5854,4.107013,6.164673,13.82683,18.813318,-3.168006,-5.796118,-13.385714,0
1863.2549,1.419541,0.604348,1.613681,4.433978,-0.155921,-0.426837,-3.029956,2089.8311,1.452221,0.543034,0.977291,4.723248,-0.309545,-0.610514,-3.750267,2402.1623,2.288727,0.495783,0.925271,3.614889,-0.226771,-0.504414,-3.214267,2651.1756,2.287382,0.56561,0.927295,3.790098,-0.270585,-0.592882,-3.595955,863.5025,1.728856,0.353762,0.748505,2.636112,-0.132875,-0.354867,-2.612567,771.2334,1.776653,0.308945,0.67847,2.423006,-0.121832,-0.350853,-2.506751,2566.0876,2.212323,0.692092,1.125265,3.920838,-0.301823,-0.60588,-3.562382,2733.8201,2.23115,0.710371,1.229687,4.110533,-0.322609,-0.628755,-3.338209,-348.0,0.951329,0.043522,0.31039,2.601746,-0.073987,-0.515464,-4.721538,9.789,1.001499,0.071306,0.592641,3.246281,-0.07892,-0.45858,-4.028604,2255.7441,2.08748,0.433116,0.829716,5.826311,-0.177668,-0.495877,-3.944923,2039.0516,2.097293,0.373403,0.748024,4.052289,-0.165495,-0.512668,-3.828236,859.0608,1.812795,0.356592,0.894084,3.657317,-0.146828,-0.445002,-3.67205,887.5399,1.864742,0.360666,0.874232,3.641107,-0.142664,-0.483235,-3.016255,2644.8039,2.107263,0.589144,1.0456,4.757527,-0.235072,-0.609722,-4.620393,2254.1059,2.111516,0.502372,0.976468,4.23615,-0.216051,-0.520745,-3.559778,0
5.7188,1.012022,0.032358,0.233587,2.152712,-0.040529,-0.265783,-2.244732,1417.7681,1.384458,0.455943,0.99311,4.446781,-0.258582,-0.652547,-4.304469,2474.6215,1.341957,0.905769,1.543672,6.853181,-0.377287,-1.083951,-7.915413,2702.9507,1.344913,0.994102,1.675169,6.379062,-0.413454,-1.136623,-7.714196,972.5603,1.494076,0.292815,0.710874,3.930875,-0.181733,-0.496002,-3.82498,970.201,1.505519,0.291049,0.741399,4.163154,-0.178641,-0.551283,-3.850449,3520.4301,1.501597,0.939978,1.550483,6.848849,-0.501842,-1.242171,-6.919544,3933.2691,1.525079,1.072774,1.820809,8.021623,-0.52302,-1.312169,-9.077828,714.627,1.117261,0.250601,0.596089,3.5502,-0.135158,-0.45566,-3.227419,567.706,1.09232,0.207304,0.52253,3.927986,-0.11883,-0.432125,-3.105093,1630.8891,1.282371,0.483839,0.882293,4.134909,-0.282981,-0.663113,-4.016746,1525.2759,1.244007,0.527355,0.883391,3.92636,-0.237603,-0.61459,-4.150244,1539.7417,1.600606,0.422136,0.858351,3.046317,-0.265103,-0.57233,-2.919349,1668.8437,1.648558,0.443194,0.842806,2.588144,-0.283114,-0.568147,-2.87573,2194.1504,1.353678,0.533165,0.868991,4.359756,-0.388325,-0.77031,-4.181325,1972.9931,1.363804,0.474989,0.788962,3.342424,-0.345533,-0.693681,-3.776757,0
228.7663,1.120473,0.167663,0.457134,2.724064,-0.287899,-0.606904,-3.043731,7993.2675,2.537828,2.242369,3.196609,7.330914,-1.977831,-2.809383,-8.405722,20282.9104,7.27516,6.849896,10.342997,16.250981,-3.005345,-5.263441,-15.846222,22323.7592,7.402551,7.493771,11.232711,16.86103,-3.178544,-5.371596,-15.062372,3544.9821,3.140961,1.379404,3.008704,5.650985,-0.716629,-1.418826,-4.802392,3565.9836,3.191896,1.367956,3.089271,5.764101,-0.719472,-1.372821,-5.356911,17471.7864,5.532974,7.157399,12.410214,17.946131,-2.993799,-5.339489,-15.708647,19523.8393,5.703249,7.853941,13.449614,18.950389,-3.304394,-6.012669,-17.111886,3000.2451,1.393877,0.780629,1.296466,4.377379,-0.470348,-0.8916,-3.60471,3368.5552,1.47941,0.802552,1.289889,4.11026,-0.408437,-0.700519,-3.818614,13091.9985,4.628326,4.651093,6.950619,9.30927,-2.347531,-3.631913,-8.066132,15027.4814,5.79097,4.993682,7.285004,9.938682,-2.418954,-3.729384,-8.465044,5785.624,3.668321,2.211914,4.649015,7.008889,-1.202677,-1.989302,-4.228772,6534.0344,4.040138,2.437496,4.9798,6.475699,-1.344585,-2.191574,-4.50186,13485.122,4.255688,5.489074,9.106187,12.119195,-2.686047,-4.335716,-9.302677,11599.2632,4.122364,4.792659,8.076549,10.431804,-2.319383,-3.783982,-7.349593,0
25422.1954,2.12078,8.488669,14.405249,29.208002,-5.358096,-7.934284,-26.643604,43674.6191,2.741099,12.944879,19.758687,35.937619,-10.159114,-14.973545,-51.305576,18512.9907,3.898912,5.597405,8.91594,15.552712,-4.79088,-7.947838,-21.302283,18614.2504,3.767276,5.534596,8.719376,13.294158,-4.715674,-7.671672,-18.280994,3212.3135,2.337015,1.221439,2.857491,6.13783,-0.886827,-1.597498,-6.278773,2808.3025,2.173994,1.078946,2.589941,4.454955,-0.768317,-1.534169,-5.329317,22625.1104,3.884433,7.752368,13.763089,20.495901,-6.231419,-10.578586,-27.274856,23871.4101,3.852051,8.193949,14.979876,22.028111,-6.736018,-11.747695,-26.82482,41355.7676,2.992386,10.564111,14.761878,29.136949,-7.703749,-10.871332,-35.87387,31034.4766,2.893953,7.054394,9.54611,17.359963,-5.352492,-7.664651,-24.975361,22308.06,4.053768,6.500396,9.383935,13.791925,-5.451358,-8.200309,-17.704797,17444.3379,3.912847,5.06191,7.545729,11.027329,-4.330762,-6.585751,-15.429619,4804.3938,2.389813,1.705222,3.98345,6.331378,-1.293395,-2.204905,-5.013389,4844.0727,2.388122,1.713366,3.973475,6.214955,-1.268837,-2.168098,-4.731801,27144.0977,4.160994,8.843465,14.468285,18.891569,-7.347563,-12.167911,-23.876976,23566.4566,4.045649,7.80319,13.012926,16.463919,-6.312335,-10.316072,-19.802131,1
11235.6054,4.171584,2.635103,3.421893,4.062838,-1.792194,-2.323311,-3.286522,12980.4497,4.386629,3.369561,4.759458,5.31615,-2.091702,-2.717483,-4.423918,14908.6055,2.463071,4.106093,5.397652,6.742697,-2.549034,-3.401221,-5.696937,16647.8916,2.550698,4.5877,6.002424,7.260878,-2.704153,-3.614907,-5.637532,3052.6458,2.126231,0.937354,1.503492,1.923982,-0.611698,-0.905686,-1.518235,3224.4092,2.143286,0.98331,1.573559,2.026983,-0.644919,-0.904615,-1.756426,14354.7285,2.383354,4.548476,6.299182,7.142149,-2.653505,-3.861307,-6.042652,16434.0948,2.476545,5.14429,7.15294,8.311496,-2.987909,-4.348484,-7.59452,10009.1665,4.227087,2.2287,2.912662,3.698591,-1.440638,-1.846053,-3.426946,10387.3306,3.764817,2.079874,2.536677,3.427911,-1.415584,-1.773392,-3.591546,9956.8178,2.261437,2.80749,3.78717,5.123735,-2.015234,-2.712033,-4.710298,10691.248,2.280365,2.85771,3.762374,5.40704,-1.985069,-2.692239,-4.983241,4559.698,2.445917,1.356615,2.103652,2.869224,-0.904611,-1.393938,-2.390276,5712.8083,2.623398,1.627454,2.392656,3.285895,-1.127785,-1.545724,-2.713269,11584.4765,2.260004,3.561762,4.904629,6.191572,-2.532529,-3.920016,-6.242028,10139.5781,2.231242,3.096688,4.287376,5.462176,-2.177644,-3.238382,-5.109656,0
81222.3267,17.789408,22.477798,33.455669,35.181435,-15.168677,-20.017376,-34.784805,80293.4111,15.410738,23.376948,37.886559,40.335015,-14.851579,-19.79454,-35.803115,22898.3254,8.260592,6.326125,10.428967,11.4493,-5.027897,-7.169091,-10.854959,22800.7927,7.904819,6.300404,10.608529,11.503561,-4.962249,-7.052262,-9.995519,5720.6399,3.759463,2.017077,5.450879,6.730014,-1.276977,-2.031909,-2.985751,5304.1948,3.549824,1.868582,5.013003,6.367362,-1.149943,-1.747677,-2.600718,31817.7671,9.18713,9.877735,17.262144,18.673274,-7.695992,-11.568829,-13.810768,33476.8769,9.079086,10.567614,19.172654,20.899665,-8.28472,-12.830436,-16.921923,71579.2344,13.682499,19.277559,27.521336,29.76919,-12.260727,-15.627091,-28.275808,63354.1245,12.527363,15.355183,20.765649,22.884782,-10.269062,-13.339137,-25.07844,26943.0073,9.26847,7.304426,11.01569,12.096694,-5.825369,-8.177128,-15.023284,21940.5654,9.059448,5.663583,8.552487,9.428802,-4.845092,-6.754418,-10.080887,6740.8315,4.064131,2.366313,6.612959,8.414972,-1.488307,-2.50237,-4.033447,7032.0506,4.126339,2.417329,6.409435,7.896351,-1.469528,-2.329062,-3.963421,36724.4104,10.670045,11.038058,17.947169,19.381554,-9.016959,-14.107723,-21.367339,33634.0754,10.539175,10.105763,16.561624,17.769598,-8.162302,-12.502759,-16.895696,1
3205.3281,1.462947,0.878442,1.258935,3.997247,-0.641977,-1.037211,-3.239172,6318.7066,2.058621,1.854432,2.764308,5.72023,-1.192125,-1.697994,-5.52863,15298.2571,9.789947,4.641794,6.727859,9.491305,-2.569794,-3.723931,-9.013775,17017.4527,9.901158,5.134753,7.196264,9.185085,-2.831045,-4.261561,-8.180508,4539.3125,4.968767,1.574244,2.821842,4.842126,-1.076142,-1.845997,-4.26366,3957.7892,5.090689,1.355922,2.263597,3.656293,-0.926778,-1.558332,-3.673966,13779.3847,7.715029,5.230746,8.873785,11.459601,-2.712868,-4.583599,-8.374781,15427.5075,8.208667,5.703766,9.541531,12.288738,-3.043748,-5.060589,-8.351942,-388.4814,0.956364,0.19815,0.612717,4.942384,-0.397532,-0.923122,-4.008496,107.3208,1.013467,0.213748,0.585481,5.03898,-0.326249,-0.706165,-3.737242,11431.4276,7.149422,3.903987,5.840305,8.855016,-1.933675,-2.910929,-7.103829,11868.2708,8.041412,3.714752,5.288171,7.827604,-1.950787,-2.904451,-7.009885,4733.1883,5.515651,1.630838,2.865846,5.396798,-1.182103,-2.025708,-5.143238,5127.6586,6.121057,1.716262,2.999288,5.961669,-1.275193,-2.166129,-4.863371,10923.9162,5.932433,4.62497,8.210822,12.080935,-2.301843,-4.062234,-8.181137,9724.8402,5.94975,4.003736,6.969656,10.393598,-2.035319,-3.579826,-7.110574,0
18929.1138,4.726555,4.460983,6.386713,10.578672,-2.658435,-3.701908,-13.493438,60765.1074,7.624749,17.596906,26.413923,34.824006,-12.487023,-18.201221,-53.017295,18470.1133,5.94578,5.791692,9.76862,14.905405,-4.404712,-7.291425,-17.793816,18554.3677,5.660598,5.777226,9.792765,14.31709,-4.352637,-7.088651,-16.472655,4022.7383,3.282173,1.554985,3.754635,5.868297,-0.983233,-1.890415,-5.995384,3461.5619,3.01379,1.353793,3.398775,6.387085,-0.822096,-1.60829,-5.63461,23122.5254,6.118303,8.205262,15.091178,20.134909,-5.9668,-10.560436,-21.674458,24259.7618,6.086346,8.717432,16.10589,23.239899,-6.365656,-11.524179,-27.899222,48465.0312,5.332288,12.098798,16.337619,23.701633,-8.411817,-11.912909,-33.668481,34142.9824,4.44758,7.699617,10.208621,15.169806,-5.492372,-7.642832,-22.42046,23789.1562,6.310913,7.008446,10.174653,12.92741,-5.421892,-8.171154,-16.112648,18896.3774,6.004623,5.549599,8.357241,11.119401,-4.388229,-6.655906,-12.779091,5343.6596,3.451125,1.987722,4.935541,7.082701,-1.247837,-2.214185,-5.203974,5403.2397,3.467514,1.966782,4.78474,7.006591,-1.218436,-2.087614,-4.489652,29372.6255,6.733124,9.674786,15.493194,18.834896,-7.502902,-12.458901,-22.661857,25732.396,6.454171,8.643982,14.285199,17.775312,-6.462565,-10.494119,-19.77366,1
9000.2256,2.670275,2.390515,3.802339,6.071766,-1.165407,-1.722451,-5.346316,9353.5981,3.028615,2.809556,4.644978,6.669904,-1.334853,-2.038502,-6.712265,16986.0488,3.391147,5.33582,7.709126,12.179234,-2.489992,-3.826842,-11.235498,18854.6865,3.509523,5.925018,8.53022,12.54229,-2.61805,-3.772543,-10.34953,3129.4119,2.670666,1.259349,2.768914,4.806907,-0.58524,-0.938215,-3.349723,3312.4353,2.753107,1.312185,2.941681,4.647813,-0.621673,-1.116546,-3.686257,14986.478,3.185903,5.787351,9.55964,12.827842,-2.482811,-3.996359,-10.159765,17130.6597,3.295724,6.410302,10.535638,14.725403,-2.785568,-4.574658,-10.142054,7241.1411,2.472685,1.681807,2.439852,3.965513,-0.822481,-1.256317,-3.518155,8068.3643,2.43128,1.703683,2.319093,3.809954,-0.831451,-1.214254,-3.906216,9083.125,2.662833,2.894088,4.289236,6.464609,-1.782835,-2.540846,-5.902136,10358.0493,2.603429,3.203809,4.490018,7.509602,-1.872147,-2.811381,-5.714662,5926.1709,3.491441,2.188916,4.421366,5.89735,-1.095992,-1.617154,-3.642247,6904.4414,3.874037,2.382615,4.554817,6.094803,-1.266187,-1.775734,-3.747131,8802.1118,2.501126,3.241821,5.61608,7.899151,-1.961626,-3.09975,-5.926044,7813.9917,2.519323,2.933463,5.090669,7.270965,-1.74558,-2.77082,-5.191282,0
3597.2031,1.675029,0.828596,1.181022,3.642953,-0.843316,-1.134994,-3.664786,8432.2329,2.677952,2.024239,2.721394,5.98381,-2.205593,-2.823796,-6.614801,9917.2199,7.793049,2.281159,3.017599,5.170019,-1.561466,-2.286114,-4.968182,10823.6646,7.818382,2.480077,3.181608,5.3307,-1.735773,-2.459194,-5.965662,3049.9308,3.881873,0.911989,1.547428,2.987444,-0.708656,-1.193185,-2.904877,2710.4712,4.047633,0.799331,1.323472,3.553363,-0.613043,-1.030463,-2.922422,10023.6559,6.666323,2.837836,3.98029,6.307887,-2.07989,-3.214005,-5.902009,10997.1206,6.915062,2.996377,4.237279,7.207233,-2.306477,-3.611829,-6.811669,2092.2417,1.295556,0.489839,0.95106,6.094241,-0.468472,-0.832534,-5.244433,2593.5058,1.409997,0.611182,1.162359,5.323928,-0.473471,-0.803122,-4.739678,8162.4263,6.274351,2.083843,2.755736,6.130587,-1.415113,-2.17104,-5.963266,8168.6131,6.704443,1.871063,2.484374,5.309883,-1.335168,-1.974665,-5.646222,3207.5786,4.412404,0.942403,1.606937,4.355657,-0.771836,-1.352769,-4.023916,3363.7843,4.784677,0.974329,1.615181,4.101765,-0.789026,-1.359667,-4.534148,8391.9977,5.390584,2.628699,3.937744,7.093801,-1.984665,-3.261597,-6.653132,7608.8122,5.474704,2.319509,3.422511,7.029193,-1.776725,-2.972184,-6.830312,0
5536.6538,2.259328,1.74317,2.570645,4.42211,-1.724765,-2.307015,-5.748711,16369.5723,4.505159,5.654974,8.495687,10.423523,-5.683152,-7.154355,-18.106976,25753.8449,14.753989,10.345507,17.473543,21.173993,-6.421542,-9.584138,-18.264543,28259.5236,14.964157,11.275235,19.204519,23.928657,-6.798669,-10.162527,-16.570588,9564.975,9.578989,3.537539,7.021653,9.374054,-2.737081,-4.873355,-7.686779,8140.3999,9.205729,3.027231,5.831114,8.546747,-2.343637,-3.866063,-7.281918,24887.4863,11.534734,11.966537,25.717738,30.137236,-7.818701,-13.053385,-19.983392,27589.0,12.188835,13.116112,27.485988,33.502418,-8.669133,-14.853422,-22.475225,4882.2446,1.754382,1.810112,2.912,6.3925,-1.134883,-1.923884,-8.461374,5886.5293,2.161242,2.051725,3.169715,6.103194,-1.151783,-1.917689,-7.88207,20700.4495,11.416069,8.808631,15.414049,18.75701,-5.812507,-9.087347,-19.351148,20839.3449,11.435566,8.606182,14.482307,17.931691,-5.679628,-8.98501,-17.783291,10520.3533,11.244198,3.85282,7.259095,10.507435,-3.141588,-5.51075,-9.149877,12172.1244,12.834365,4.154579,7.622375,10.799911,-3.495583,-5.869158,-11.091446,21335.648,9.136431,11.012257,24.16508,28.976675,-8.095157,-15.045637,-26.766672,19153.2952,8.997723,9.838804,21.388562,26.515625,-7.017633,-12.660271,-22.618764,0
11418.2636,2.914186,3.130996,5.201918,6.964425,-1.536074,-2.198217,-6.720266,11839.5991,3.116067,3.67818,6.410364,8.855182,-1.717662,-2.561384,-7.599738,18658.1485,3.577772,5.605224,7.922778,12.701387,-2.871605,-4.281614,-11.853236,20523.6299,3.667196,6.191892,8.534136,11.79863,-3.037819,-4.574016,-10.805904,3221.8635,2.745838,1.274877,2.915494,3.943645,-0.627628,-1.052716,-3.322505,3409.1007,2.826465,1.347951,2.999125,4.358944,-0.651376,-1.086428,-3.231268,16798.2153,3.419973,6.247151,9.803918,13.229909,-3.014046,-4.872891,-12.536347,19357.9365,3.519541,7.058292,10.88919,14.319306,-3.41358,-5.306448,-13.241589,9311.5063,2.600933,2.188133,3.279877,5.261477,-1.105563,-1.610896,-5.07349,10242.3828,2.62374,2.170281,3.085888,5.105487,-1.146422,-1.656104,-5.21001,10768.2993,3.051471,3.398245,4.896848,6.635119,-2.116322,-2.962544,-5.649534,11966.3173,2.904083,3.553782,4.842852,7.164289,-2.183723,-3.16051,-7.461328,6203.7021,3.618819,2.244008,4.691232,6.54324,-1.188791,-1.756666,-3.81485,7153.3713,3.99011,2.431537,4.637958,6.646042,-1.322453,-1.914501,-3.714164,10904.125,2.960637,4.024727,6.911526,9.860256,-2.452864,-3.734467,-6.729223,9599.9229,2.976623,3.586462,6.236762,8.501106,-2.156522,-3.337995,-6.298183,0
7797.6909,2.091896,1.689658,2.476836,7.128306,-0.863791,-1.567061,-7.549963,10911.2207,2.682389,2.593394,3.952241,9.783977,-1.503162,-2.482236,-10.875834,12707.3205,4.269497,2.707267,3.585016,8.632696,-1.363213,-2.420319,-11.651299,13690.7002,4.348313,2.890799,3.800258,9.71744,-1.425498,-2.597333,-12.079402,3346.4546,2.723474,1.00436,1.730704,4.829256,-0.570092,-1.164788,-5.981829,3038.3899,2.868864,0.863888,1.539953,4.778367,-0.508921,-1.022456,-4.650061,12569.875,3.873806,3.045691,4.234018,9.103678,-1.614435,-2.954237,-12.092719,14124.858,4.082186,3.333696,4.58325,10.903505,-1.766164,-3.224181,-13.095677,3224.9873,1.402053,0.687727,1.143016,4.675488,-0.447549,-0.876588,-4.373357,3901.3355,1.571891,0.79925,1.183352,4.154334,-0.419507,-0.759346,-3.993741,8481.6093,2.720909,1.765413,2.388195,5.747716,-1.167406,-1.875676,-5.820959,8162.999,2.848461,1.590243,2.036997,4.911512,-1.028131,-1.59581,-5.806063,3678.3908,3.0704,1.023349,1.637,3.971455,-0.583545,-0.979405,-3.258032,4223.112,3.362278,1.112075,1.725639,3.789187,-0.659207,-1.105701,-3.561437,8986.2763,2.681719,2.210989,3.049797,7.164917,-1.433763,-2.225281,-5.926404,7760.0034,2.741555,1.889407,2.486714,5.628401,-1.222612,-1.991246,-5.23275,0
